Prices,upPrices,downPrices,AvgGain,AvgLoss,RS,RSI
323.53350830078125,0.0,0.0,0.0,0.0,0.0,0.0
310.1340637207031,0.0,-13.399444580078125,0.0,0.0,0.0,0.0
304.69439697265625,0.0,-5.439666748046875,0.0,0.0,0.0,0.0
296.18560791015625,0.0,-8.5087890625,0.0,0.0,0.0,0.0
270.4346923828125,0.0,-25.75091552734375,0.0,0.0,0.0,0.0
250.073486328125,0.0,-20.3612060546875,0.0,0.0,0.0,0.0
226.119140625,0.0,-23.954345703125,0.0,0.0,0.0,0.0
235.6000061035156,9.480865478515597,0.0,0.0,0.0,0.0,0.0
222.9499969482422,0.0,-12.650009155273409,0.0,0.0,0.0,0.0
246.1000061035156,23.15000915527341,0.0,0.0,0.0,0.0,0.0
281.6499938964844,35.54998779296878,0.0,0.0,0.0,0.0,0.0
293.70001220703125,12.050018310546875,0.0,0.0,0.0,0.0,0.0
294.3500061035156,0.649993896484375,0.0,0.0,0.0,0.0,0.0
286.8999938964844,0.0,-7.45001220703125,0.0,0.0,0.0,0.0
270.54998779296875,0.0,-16.350006103515625,0.0,0.0,0.0,0.0
353.95001220703125,83.4000244140625,0.0,11.734349931989396,9.561742510114396,1.2272187751946697,55.10095320956537
343.45001220703125,0.0,-10.5,11.734349931989396,9.3546393258231,1.2543882797915256,55.642068894517365
390.1000061035156,46.649993896484375,0.0,15.06649235316685,8.96609170096261,1.6803857082511542,62.69193657757336
409.6000061035156,19.5,0.0,16.459349496023993,8.35832105364118,1.9692171897194255,66.32108949583125
376.1499938964844,0.0,-33.45001220703125,16.459349496023993,8.908256530761717,1.8476510458794124,64.88333774438365
447.70001220703125,71.55001831054688,0.0,21.570065089634486,7.453884669712609,2.893801828901404,74.31815886012515
403.6000061035156,0.0,-44.100006103515625,21.570065089634486,8.892860412597654,2.4255485961612826,70.80759557401656
429.3500061035156,25.75,0.0,22.73214612688337,8.892860412597654,2.556224327403244,71.88028909497393
455.5,26.149993896484375,0.0,24.60000283377511,7.989288330078125,3.0791231731067783,75.48492757970897
455.5,0.0,0.0,22.94643075125558,7.989288330078125,2.872149533628259,74.17455107775794
