Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-01,425.8169453451056,450.3321808135744,364.4796262768066,416.90679931640625,349615333.0,0.0,0
2019-02-01,414.6916094660782,447.96931823050835,397.0681770856891,438.2715148925781,162947271.0,0.0,0
2019-03-01,440.9790051562722,475.48742760752646,438.1730375890833,471.4507751464844,124959957.0,0.0,0
2019-04-01,473.51835470017375,476.76735095882145,439.10839138386035,450.578369140625,71800543.0,0.0,0
2019-05-01,450.57838002903213,454.56581740211533,339.22599674259766,403.5169982910156,189808823.0,0.0,0
2019-06-01,404.64921158168505,412.1317820872899,362.3136492994163,394.7545166015625,120165663.0,0.0,0
2019-07-01,395.7882906037181,436.45011043091597,359.7538282858174,420.1558532714844,177346176.0,0.0,0
2019-08-01,418.23593637463307,446.39401235568437,401.74475903098096,443.44036865234375,144408843.0,0.0,0
2019-08-20,,,,,,2.75,0
2019-09-01,446.32156422508564,451.87086155559484,383.0497281103365,385.9234924316406,157045080.0,0.0,0
2019-10-01,384.98210377089254,436.560775075362,369.2260854949263,429.47552490234375,81523248.0,0.0,0
2019-11-01,430.7142058455685,463.16765215759534,403.4136852429392,445.7765808105469,171270199.0,0.0,0
2019-12-01,444.9342334355266,445.52880638814213,416.8409411558825,428.6331787109375,103632612.0,0.0,0
2020-01-01,429.0295887214769,458.31199720303545,427.34497036499255,430.3673400878906,92209293.0,0.0,0
2020-02-01,429.0296051414336,437.74990813627784,366.10460419824483,369.5233459472656,124815088.0,0.0,0
2020-02-17,,,,,,3.0,0
2020-03-01,377.28137156031886,414.01139766596503,311.40684636724734,351.6302185058594,234583762.0,0.0,0
2020-04-01,352.32888913653096,503.8402802697764,337.7566400378391,463.5670166015625,383517727.0,0.0,0
2020-05-01,463.56703193849427,480.68442145169064,433.4244339077738,473.348388671875,203821880.0,0.0,0
2020-06-01,482.58080369857936,511.7253028896393,454.13498590042116,472.0508728027344,254352618.0,0.0,0
2020-07-01,472.59978518885606,539.9714546719559,465.2637528643402,530.6891479492188,230609330.0,0.0,0
2020-08-01,533.0845699600306,563.676323996548,513.072700256062,519.2609252929688,223672479.0,0.0,0
2020-08-19,,,,,,1.0,0
2020-09-01,521.2000122070312,535.0,483.0,500.45001220703125,233431260.0,0.0,0
2020-10-01,505.1000061035156,529.2999877929688,452.25,465.75,162465333.0,0.0,0
2020-11-01,467.8999938964844,526.0,459.04998779296875,511.6499938964844,233257022.0,0.0,0
2020-12-01,518.0,591.5,512.6500244140625,568.0999755859375,121919913.0,0.0,0
2020-12-11,567.9000244140625,572.9500122070312,562.0,568.0999755859375,6966256.0,0.0,0
