Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-01,800.9374710173355,812.1683525963455,673.1618255462197,698.7760620117188,22932225.0,0.0,0
2019-02-01,700.5001199183365,708.5784683227663,624.5933248754034,662.8668823242188,25909848.0,0.0,0
2019-02-05,,,,,,2.0,0
2019-03-01,667.8791037690188,732.9874606388715,665.211527240916,677.7589721679688,23079484.0,0.0,0
2019-04-01,683.6868692288509,684.4772466126603,637.893704926563,643.9697875976562,32137616.0,0.0,0
2019-05-01,643.9697804644331,682.6988748613835,618.9737266290257,679.7843017578125,29108494.0,0.0,0
2019-05-10,,,,,,2.0,0
2019-06-01,688.7004884261156,708.6211425015855,641.8224259911971,657.1841430664062,20000509.0,0.0,0
2019-07-01,656.0940480656316,680.3754743157947,584.9346150714446,593.4083251953125,19660171.0,0.0,0
2019-08-01,594.6471682925502,654.0128014566783,579.8305309177999,603.517333984375,19679547.0,0.0,0
2019-08-08,,,,,,2.0,0
2019-09-01,605.4246559536372,720.0074463304185,571.6711884307962,683.321044921875,26839301.0,0.0,0
2019-10-01,684.9117525203053,739.6430375824198,651.506237712154,736.0638427734375,18045080.0,0.0,0
2019-11-01,737.6049189386697,759.5769504310346,687.7949280576048,720.802734375,16878563.0,0.0,0
2019-11-14,,,,,,2.0,0
2019-12-01,721.7877838206145,731.8568984543385,643.0790071030406,682.4583129882812,21323301.0,0.0,0
2020-01-01,682.8072964015429,769.6411359788646,669.5977820858435,670.5947265625,22585021.0,0.0,0
2020-02-01,673.7351078185236,686.2966455290431,554.6999662771196,558.7874145507812,31694005.0,0.0,0
2020-02-05,,,,,,2.0,0
2020-03-01,574.0,654.8499755859375,425.1000061035156,520.8499755859375,53966465.0,0.0,0
2020-04-01,535.0,639.7999877929688,515.3499755859375,543.2000122070312,37053864.0,0.0,0
2020-05-01,530.0,639.9500122070312,484.04998779296875,633.7999877929688,46747869.0,0.0,0
2020-06-01,635.2000122070312,697.7000122070312,591.25,690.7999877929688,44477549.0,0.0,0
2020-07-01,695.0,721.7000122070312,663.5,691.8499755859375,27754398.0,0.0,0
2020-08-01,696.0,716.7000122070312,647.0,651.2999877929688,24739496.0,0.0,0
2020-09-01,653.0,736.9500122070312,641.0,724.9500122070312,34054491.0,0.0,0
2020-10-01,729.0,762.0,661.0,664.7999877929688,31984852.0,0.0,0
2020-11-01,664.7999877929688,719.5999755859375,653.5999755859375,699.75,29200703.0,0.0,0
2020-12-01,712.0,739.4000244140625,699.2999877929688,726.5999755859375,18417717.0,0.0,0
2020-12-11,735.7999877929688,739.4000244140625,716.5499877929688,726.5999755859375,2230066.0,0.0,0
