Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-01,159.24693248857514,160.68204749665446,117.72792325722288,135.74093627929688,70910257.0,0.0,0
2019-02-01,135.54298698446755,143.31234294523426,113.62055981163691,127.52621459960938,141034752.0,0.0,0
2019-03-01,129.01080707992463,149.2012140901166,127.5262178849981,145.2423095703125,101658898.0,0.0,0
2019-04-01,145.93511178801884,151.7250155679207,123.71576365583523,125.74470520019531,84096284.0,0.0,0
2019-05-01,125.74471367826695,178.94249563702414,111.83905788538722,153.16012573242188,259447184.0,0.0,0
2019-06-01,152.41782254950945,160.23665286026633,138.9080670461572,148.9537811279297,95314002.0,0.0,0
2019-07-01,149.10222860465024,160.13768350918787,122.57757406789328,127.47672271728516,134769773.0,0.0,0
2019-07-29,,,,,,0.4,0
2019-08-01,127.66609784299743,137.29565228076515,120.27019606851574,136.35255432128906,100071949.0,0.0,0
2019-09-01,136.35254578173507,154.27145133348031,129.65156548958237,144.7908172607422,83432166.0,0.0,0
2019-10-01,145.0390045292613,199.8381302850723,133.1261504454773,198.20010375976562,118061508.0,0.0,0
2019-11-01,197.5548298932538,219.89143126309406,192.6407806214844,213.33935546875,88000203.0,0.0,0
2019-12-01,210.46041627820898,219.19651205897532,200.93012721774085,206.83692932128906,57055289.0,0.0,0
2020-01-01,207.48220587095966,236.6190671565269,193.137147298472,227.78369140625,84990733.0,0.0,0
2020-02-01,226.34422814241097,259.10457695249676,214.03428495175146,256.7716369628906,137118716.0,0.0,0
2020-03-01,221.38054752879705,226.98951049892295,115.55469089754209,136.60073852539062,91280370.0,0.0,0
2020-03-23,,,,,,1.0,0
2020-04-01,138.9499969482422,155.4499969482422,128.0,141.39999389648438,62516129.0,0.0,0
2020-05-01,136.89999389648438,153.60000610351562,127.30000305175781,148.35000610351562,68687648.0,0.0,0
2020-06-01,150.0,169.1999969482422,141.0,156.25,109059623.0,0.0,0
2020-07-01,157.14999389648438,190.85000610351562,145.1999969482422,175.25,87015119.0,0.0,0
2020-08-01,175.25,322.3999938964844,171.1999969482422,279.54998779296875,225494825.0,0.0,0
2020-09-01,279.95001220703125,307.95001220703125,257.5,297.1000061035156,172657113.0,0.0,0
2020-10-01,299.79998779296875,347.5,296.0,339.70001220703125,116033307.0,0.0,0
2020-11-01,339.1000061035156,415.5,333.04998779296875,398.3999938964844,108232995.0,0.0,0
2020-12-01,398.0,466.3500061035156,395.1000061035156,449.79998779296875,53743805.0,0.0,0
2020-12-11,447.25,451.79998779296875,440.3999938964844,449.79998779296875,2938484.0,0.0,0
