Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-01,263.35423254849724,277.5391345308558,255.32854895766098,260.0412902832031,263251945.0,0.0,0
2019-02-01,261.9077395563121,266.15390038500146,250.52249210787775,257.61492919921875,327891019.0,0.0,0
2019-03-01,257.9882385571831,282.76517573197015,257.6149284128284,277.399169921875,246356876.0,0.0,0
2019-04-01,277.1658665528667,289.2977058295915,272.2198203934129,281.2253723144531,185143666.0,0.0,0
2019-05-01,281.22536361327195,289.29769687865036,258.921450098218,259.9479675292969,291592696.0,0.0,0
2019-05-22,,,,,,5.75,0
2019-06-01,267.6384360455845,268.3517581187471,259.173686582418,260.4576721191406,214773354.0,0.0,0
2019-07-01,260.9807617063781,269.06507848424604,251.08936815966362,256.9861755371094,259920694.0,0.0,0
2019-08-01,257.22394977161815,257.46172379469226,223.17469225231787,233.63674926757812,234082476.0,0.0,0
2019-09-01,233.6367573939543,248.04585788839344,222.60405104712032,247.142333984375,329445451.0,0.0,0
2019-10-01,246.4290124942607,251.0893777150015,229.3092821955106,245.04991149902344,351771401.0,0.0,0
2019-11-01,246.66678898407258,253.27688972242095,233.01855361043147,234.35008239746094,226187745.0,0.0,0
2019-12-01,233.9696470135558,235.77672384806132,223.5075896267708,226.07554626464844,244938587.0,0.0,0
2020-01-01,226.93154661507305,231.97234458713012,219.22766201473124,223.65025329589844,219654514.0,0.0,0
2020-02-01,225.31466350732708,227.5497451793222,182.65801151981418,197.3048858642578,771302099.0,0.0,0
2020-03-01,189.74368348774158,193.50051040866794,128.01754864939124,163.30320739746094,885486167.0,0.0,0
2020-04-01,163.30319845088636,184.27487048469138,156.5028670999651,173.1470489501953,535693554.0,0.0,0
2020-05-01,172.86171698677776,188.31702868435764,149.41720381670964,187.69882202148438,554395975.0,0.0,0
2020-06-01,191.17032571891124,199.1595275558654,171.86307101493395,185.130859375,764204539.0,0.0,0
2020-07-01,185.13085201008744,198.3035389388748,182.13490506855885,184.65530395507812,604197678.0,0.0,0
2020-07-06,,,,,,10.15,0
2020-08-01,194.0,207.6999969482422,190.0,191.10000610351562,567641852.0,0.0,0
2020-09-01,191.10000610351562,193.25,166.14999389648438,171.6999969482422,646294807.0,0.0,0
2020-10-01,174.5,175.1999969482422,163.35000610351562,165.25,527572084.0,0.0,0
2020-11-01,166.8000030517578,197.9499969482422,164.4499969482422,193.64999389648438,655361403.0,0.0,0
2020-12-01,195.0,217.9499969482422,192.39999389648438,216.3000030517578,326262416.0,0.0,0
2020-12-11,214.4499969482422,217.9499969482422,213.35000610351562,216.3000030517578,60303895.0,0.0,0
