Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-12-15,3021.6542250073376,3051.8737959109035,2980.9927309180985,3017.852783203125,187229,0.0,0
2018-12-22,3078.724648929496,3079.6870511329753,2990.279980414361,3002.50244140625,359201,0.0,0
2018-12-29,2967.086182861919,2997.257587852912,2965.1132112264595,2982.00341796875,169577,0.0,0
2019-01-05,3019.9698460008226,3040.4208921379836,2988.788109639809,3005.293212890625,170818,0.0,0
2019-01-12,2973.8227342897717,2999.566992588235,2963.8138456087886,2980.415283203125,353709,0.0,0
2019-01-19,3093.979000272967,3096.3850059235324,3016.409284114135,3052.114501953125,161433,0.0,0
2019-01-26,3099.8974795876306,3147.0551872870387,3072.998385147304,3086.0869140625,325166,0.0,0
2019-02-02,3080.6494215722087,3162.453608024454,3080.6494215722087,3128.76953125,387188,0.0,0
2019-02-09,3020.499263103522,3089.3110194558885,2978.6347679800547,2993.07080078125,640983,0.0,0
2019-02-16,2834.274377889206,2834.274377889206,2738.9965634881764,2750.88232421875,374811,0.0,0
2019-02-23,2894.905569328262,2942.3520407114715,2860.9327275895325,2899.525146484375,313430,0.0,0
2019-03-02,2967.085814289214,2974.1595640425385,2947.164136871585,2961.552001953125,217420,0.0,0
2019-03-09,2926.6649936981476,2963.7174771764044,2907.4169503328194,2955.7294921875,190651,0.0,0
2019-03-16,3041.1910810870413,3049.8527012546942,2939.8500781332045,2951.254638671875,403251,0.0,0
2019-03-23,2977.6724651836066,3000.6737842300067,2971.898051870387,2982.099609375,197654,0.0,0
2019-03-30,2975.7474880097866,3001.2511453294046,2914.1537495775015,2980.12646484375,3470524,0.0,0
2019-04-06,2933.401773977344,2936.3371475479275,2873.4922397155033,2881.480224609375,387504,0.0,0
2019-04-13,2841.0112858691723,2877.582569359358,2833.312068292291,2872.096923828125,261483,0.0,0
2019-04-20,2915.9344650631942,2915.9344650631942,2875.8021044537877,2885.041259765625,155314,0.0,0
2019-04-27,2877.582464817531,2877.582464817531,2843.8983891424095,2856.120849609375,121340,0.0,0
2019-05-04,2678.3170729559474,2698.431419292938,2588.86183821512,2594.780517578125,1857697,0.0,0
2019-05-11,2579.237966706504,2622.54606689374,2572.5011511218227,2587.466552734375,471289,0.0,0
2019-05-18,2617.5897502489975,2680.386494580947,2608.109994476365,2674.75634765625,533790,0.0,0
2019-05-25,2738.0341094688165,2759.206956712512,2702.617663450706,2743.856689453125,227827,0.0,0
2019-06-01,2786.1543721263165,2858.334537207309,2780.957494225075,2812.091064453125,577546,0.0,0
2019-06-08,2795.7786147367024,2809.5410142903556,2752.4705122709015,2790.29296875,285268,0.0,0
2019-06-15,2860.2593776403405,2873.8772749725767,2843.3691718063264,2852.656494140625,117529,0.0,0
2019-06-22,2728.4101040035453,2766.3768219505614,2699.538039410915,2720.422119140625,363700,0.0,0
2019-06-29,2632.1701162864674,2663.9293900844395,2629.282909577561,2640.54296875,363938,0.0,0
2019-07-06,2750.5453834403893,2755.2610600572225,2706.178549715914,2718.641845703125,361520,0.0,0
2019-07-13,2659.117048681846,2694.7259270029567,2647.3276227512083,2676.055419921875,186082,0.0,0
2019-07-20,2729.709499311234,2729.998031994164,2610.131029231083,2645.787841796875,403725,0.0,0
2019-07-27,2564.8018297578283,2583.905607164816,2518.173490764469,2568.1220703125,393941,0.0,0
2019-08-03,2505.9927827923143,2540.9368082846713,2473.1784933970803,2511.316650390625,347132,0.0,0
2019-08-10,2507.9287795499417,2559.6672828304127,2441.5257715645253,2505.266845703125,1430286,0.0,0
2019-08-17,2419.9399047466204,2424.7797845561136,2363.7972989564987,2419.407470703125,734216,0.0,0
2019-08-24,2347.7287080383167,2421.8757582350013,2325.2717138994676,2387.65771484375,629497,0.0,0
2019-08-31,2603.8552550081968,2639.137930437074,2601.4353151801224,2615.132080078125,507782,0.0,0
2019-09-07,2609.0822607473187,2634.1529794500907,2561.457891643293,2582.559814453125,478053,0.0,0
2019-09-14,2595.1434376780553,2596.1114135966222,2557.392376853943,2588.948486328125,245991,0.0,0
2019-09-21,2548.6806424330202,2790.674626712646,2519.2058224122115,2775.18701171875,1324910,0.0,0
2019-09-28,3000.773944753085,3010.1148183088144,2909.6873116994225,2918.54443359375,432428,0.0,0
2019-10-05,2821.6498342934547,2837.4763352685627,2744.30865206076,2754.03662109375,313496,0.0,0
2019-10-12,2951.2617657055303,2997.7730571512475,2945.8412422040824,2983.25341796875,510119,0.0,0
2019-10-19,3124.4813658016456,3154.8272710223696,3119.351045836248,3148.19677734375,230815,0.0,0
2019-10-26,3193.2076020789464,3193.2076020789464,3143.0179538369407,3162.474365234375,213353,0.0,0
2019-11-02,3189.480847037354,3189.480847037354,3133.0478002638647,3163.8779296875,320106,0.0,0
2019-11-09,3124.626483088585,3141.5176167813493,3042.3485242711963,3056.8681640625,376182,0.0,0
2019-11-16,3126.7558481140486,3155.6015785195677,3083.1484845574796,3093.215576171875,261412,0.0,0
2019-11-23,2964.184482892588,2973.6222488190156,2919.5606951115483,2925.8525390625,349622,0.0,0
2019-11-30,2986.2058201235213,2995.8855796701127,2952.3266617104505,2959.780029296875,221117,0.0,0
2019-12-07,2991.0941331894446,2998.983042657336,2961.715968562058,2971.299072265625,206989,0.0,0
2019-12-14,2995.885612072492,2996.8535880376207,2937.8070541647867,2956.585693359375,249099,0.0,0
2019-12-21,2995.885836567429,3054.883928798543,2964.378169277039,3022.26318359375,766343,0.0,0
2019-12-28,2980.3979049860354,2983.3018327921277,2924.255300734918,2944.6796875,407653,0.0,0
2020-01-04,2947.4867551624197,2962.006394350412,2928.756326081009,2941.4853515625,168305,0.0,0
2020-01-11,2918.3990502502024,2918.4474963122702,2882.68083213767,2894.006103515625,526254,0.0,0
2020-01-18,3053.9642923086385,3067.515956363257,3014.616162278957,3024.392578125,294064,0.0,0
