Prices,upPrices,downPrices,AvgGain,AvgLoss,RS,RSI
2896.9990234375,0.0,0.0,0.0,0.0,0.0,0.0
2879.2744140625,0.0,-17.724609375,0.0,0.0,0.0,0.0
2874.03564453125,0.0,-5.23876953125,0.0,0.0,0.0,0.0
2890.388916015625,16.353271484375,0.0,0.0,0.0,0.0,0.0
2944.932861328125,54.5439453125,0.0,0.0,0.0,0.0,0.0
2898.957275390625,0.0,-45.9755859375,0.0,0.0,0.0,0.0
2802.40380859375,0.0,-96.553466796875,0.0,0.0,0.0,0.0
2806.418701171875,4.014892578125,0.0,0.0,0.0,0.0,0.0
3066.506103515625,260.08740234375,0.0,0.0,0.0,0.0,0.0
3094.120849609375,27.61474609375,0.0,0.0,0.0,0.0,0.0
3085.503662109375,0.0,-8.6171875,0.0,0.0,0.0,0.0
3104.5009765625,18.997314453125,0.0,0.0,0.0,0.0,0.0
3208.888427734375,104.387451171875,0.0,0.0,0.0,0.0,0.0
3267.93701171875,59.048583984375,0.0,0.0,0.0,0.0,0.0
3297.069580078125,29.132568359375,0.0,0.0,0.0,0.0,0.0
3519.064208984375,221.99462890625,0.0,56.86962890625,12.4364013671875,4.572836403969415,82.05581632922652
3281.89111328125,0.0,-237.173095703125,56.86962890625,28.111293247767858,2.0230171698260686,66.92046575251388
3231.704833984375,0.0,-50.186279296875,56.86962890625,31.321829659598215,1.815654753387721,64.48428207340312
3221.129150390625,0.0,-10.57568359375,55.7015380859375,32.077235630580354,1.7364818691806245,63.45672846356455
3200.760986328125,0.0,-20.3681640625,51.8055419921875,33.5321044921875,1.5449534938750251,60.7065511253265
3125.162841796875,0.0,-75.59814453125,51.8055419921875,35.648001534598215,1.4532523496978522,59.23778488897963
2997.42041015625,0.0,-127.742431640625,51.8055419921875,37.875784737723215,1.367774749775432,57.766252888082214
3213.588623046875,216.168212890625,0.0,66.9593505859375,37.875784737723215,1.767867017135301,63.8710966311169
3328.94384765625,115.355224609375,0.0,56.621337890625,37.875784737723215,1.4949218420874524,59.91858409627295
3423.832763671875,94.888916015625,0.0,61.4266357421875,37.875784737723215,1.6217917639870918,61.85814549667937
3534.438720703125,110.60595703125,0.0,69.32706124441964,37.26027134486607,1.8606161131451855,65.04249572654047
3539.53076171875,5.092041015625,0.0,68.33382742745536,37.26027134486607,1.8339594683834954,64.71368023585725
3557.9892578125,18.45849609375,0.0,62.196044921875,37.26027134486607,1.6692322056974156,62.53604321626561
3523.56884765625,0.0,-34.42041015625,57.97828892299107,39.7188720703125,1.4597163993064748,59.34490658020765
3527.045166015625,3.476318359375,0.0,56.145699637276785,39.7188720703125,1.4135773930811686,58.56772594628085
3463.838623046875,0.0,-63.20654296875,40.2889404296875,44.23362513950893,0.9108215820570834,47.66649019509942
3458.798828125,0.0,-5.039794921875,40.2889404296875,27.652675083705358,1.4569635779443342,59.29935596209899
3344.85791015625,0.0,-113.94091796875,40.2889404296875,32.206577845982146,1.2509537841107092,55.57438775247565
3470.261962890625,125.404052734375,0.0,49.246372767857146,31.451171875,1.5658040649036116,61.025862665099226
3412.9951171875,0.0,-57.266845703125,49.246372767857146,34.0867919921875,1.4447347459140225,59.09576686504179
3374.306640625,0.0,-38.6884765625,49.246372767857146,31.450387137276785,1.5658431342324415,61.026456112674836
3295.99072265625,0.0,-78.31591796875,49.246372767857146,27.919921875,1.7638435017238796,63.818501323382655
3213.721923828125,0.0,-82.268798828125,33.8057861328125,33.7962646484375,1.0002817318562878,50.00704230438645
3266.146728515625,52.4248046875,0.0,29.310756138392858,33.7962646484375,0.8672779800754691,46.446109755999835
3337.00146484375,70.854736328125,0.0,27.594029017857142,33.7962646484375,0.8164816231882861,44.94852096302514
3195.8349609375,0.0,-141.16650390625,19.693603515625,43.879586356026785,0.44881014501450783,30.977843892031387
3511.618896484375,315.783935546875,0.0,41.88588169642857,43.879586356026785,0.9545641874692744,48.837699656475465
3543.48876953125,31.869873046875,0.0,42.843837193080354,43.879586356026785,0.976395648889152,49.402843476099655
3482.466552734375,0.0,-61.022216796875,42.843837193080354,45.779715401785715,0.9358694525962291,48.34362417058227
3698.391357421875,215.9248046875,0.0,58.018729073660715,45.779715401785715,1.2673457788992195,55.89556699704211
3608.16748046875,0.0,-90.223876953125,58.018729073660715,47.709524972098215,1.2160827236823588,54.87533072148372
3654.613525390625,46.446044921875,0.0,61.3363037109375,47.349539620535715,1.2953938771631828,56.43449213884487
3732.583740234375,77.97021484375,0.0,66.90560477120536,39.210902622767854,1.706301061591899,63.04919603394825
3676.2060546875,0.0,-56.377685546875,57.948172433035715,43.237880161830354,1.3402177029990325,57.2689327698666
3647.794921875,0.0,-28.4111328125,57.948172433035715,41.1767578125,1.4073029425217258,58.45973590044017
3522.341064453125,0.0,-125.453857421875,57.948172433035715,47.37428501674107,1.2231988812613859,55.019768657286036
3371.589111328125,0.0,-150.751953125,57.948172433035715,52.548287527901785,1.102760435385582,52.44346511510092
3276.27587890625,0.0,-95.313232421875,57.948172433035715,53.480032784598215,1.0835478105713556,52.00494104688783
3248.852783203125,0.0,-27.423095703125,54.203543526785715,55.43882533482143,0.9777181099964644,49.43667679708977
3398.5673828125,149.714599609375,0.0,59.836390904017854,55.43882533482143,1.0793228489715905,51.90742022122304
3426.681884765625,28.114501953125,0.0,61.844569614955354,45.355503627232146,1.363551601658832,57.69079044865527
3346.53759765625,0.0,-80.144287109375,39.28857421875,51.08009556361607,0.7691562395340334,43.475879763825525
3346.48828125,0.0,-0.04931640625,37.012154715401785,51.0836181640625,0.7245405874840706,42.01354220030864
