Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-11,2361.300048828125,2378.0,2337.0,2342.199951171875,423447,0,0
2020-08-12,2342.949951171875,2346.949951171875,2325.550048828125,2330.0,372290,0,0
2020-08-13,2340.0,2353.949951171875,2318.050048828125,2327.449951171875,338164,0,0
2020-08-14,2341.0,2374.60009765625,2324.800048828125,2345.60009765625,440870,0,0
2020-08-17,2365.0,2382.949951171875,2332.300048828125,2374.25,250376,0,0
2020-08-18,2385.0,2420.39990234375,2376.050048828125,2414.25,334272,0,0
2020-08-19,2424.949951171875,2442.0,2396.0,2430.800048828125,355846,0,0
2020-08-20,2410.050048828125,2419.0,2385.0,2400.0,258397,0,0
2020-08-21,2410.0,2415.0,2389.0,2399.60009765625,269235,0,0
2020-08-24,2400.0,2498.89990234375,2400.0,2475.550048828125,811831,0,0
2020-08-25,2500.0,2515.0,2461.0,2490.949951171875,423777,0,0
2020-08-26,2492.0,2498.0,2436.0,2471.0,339010,0,0
2020-08-27,2484.0,2509.0,2460.14990234375,2499.449951171875,334923,0,0
2020-08-28,2515.0,2522.10009765625,2475.0,2501.25,323835,0,0
2020-08-31,2525.0,2529.0,2390.39990234375,2410.89990234375,532315,0,0
2020-09-01,2415.0,2435.0,2381.949951171875,2417.550048828125,201366,0,0
2020-09-02,2421.0,2440.0,2401.0,2428.449951171875,170150,0,0
2020-09-03,2439.89990234375,2488.10009765625,2430.5,2472.39990234375,170897,0,0
2020-09-04,2407.699951171875,2440.0,2390.0,2416.800048828125,242045,0,0
2020-09-07,2414.0,2434.64990234375,2400.5,2422.300048828125,101851,0,0
2020-09-08,2429.949951171875,2429.949951171875,2403.800048828125,2425.199951171875,132774,0,0
2020-09-09,2392.0,2400.0,2357.0,2370.75,358537,0,0
2020-09-10,2394.89990234375,2414.800048828125,2380.0,2399.35009765625,252305,0,0
2020-09-11,2389.0,2407.949951171875,2363.0,2368.25,281367,0,0
2020-09-14,2372.0,2390.0,2335.0,2350.0,332708,0,0
2020-09-15,2350.0,2364.0,2303.050048828125,2307.300048828125,430990,0,0
2020-09-16,2324.0,2324.0,2288.0,2291.199951171875,554627,0,0
2020-09-17,2285.14990234375,2333.0,2251.0,2259.64990234375,489173,0,0
2020-09-18,2274.0,2274.949951171875,2181.0,2215.449951171875,891168,0,0
2020-09-21,2199.89990234375,2208.0,2159.0,2164.550048828125,490093,0,0
2020-09-22,2160.0,2163.0,2122.0,2152.85009765625,513395,0,0
2020-09-23,2170.0,2250.949951171875,2132.14990234375,2143.10009765625,486620,0,0
2020-09-24,2138.0,2138.449951171875,2100.10009765625,2103.25,490606,0,0
2020-09-25,2125.0,2131.0,2070.050048828125,2110.75,373783,0,0
