Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-11,490.5437855374795,490.69198004662144,474.241726199376,476.1189270019531,4360559,0.0,0
2020-08-12,475.47672361986656,483.1337513768618,465.39907502748866,481.3059387207031,4332473,0.0,0
2020-08-13,481.4541392253682,493.9029905382473,481.4541392253682,483.2819519042969,4549072,0.0,0
2020-08-14,488.6665884052298,490.93898463307875,475.0815388547741,479.8239440917969,2431513,0.0,0
2020-08-17,483.6277567395437,488.76538746212753,481.8987504590653,486.4435729980469,2230102,0.0,0
2020-08-18,486.29538337711784,502.8444436565811,485.94957608725156,494.1499938964844,8890454,0.0,0
2020-08-19,499.8999938964844,507.1499938964844,492.5,499.3999938964844,5405921,6.0,0
2020-08-20,494.8500061035156,498.75,487.25,491.8999938964844,3081595,0.0,0
2020-08-21,496.5,504.04998779296875,491.0,493.3999938964844,3426420,0.0,0
2020-08-24,496.0,504.75,496.0,497.3999938964844,4042101,0.0,0
2020-08-25,499.04998779296875,500.54998779296875,490.20001220703125,492.1000061035156,3431181,0.0,0
2020-08-26,492.95001220703125,496.6000061035156,488.3500061035156,493.54998779296875,2839616,0.0,0
2020-08-27,493.04998779296875,500.0,492.5,496.75,2426413,0.0,0
2020-08-28,500.0,521.0999755859375,498.29998779296875,519.25,9809902,0.0,0
2020-08-31,524.0,534.9000244140625,501.0,505.95001220703125,10825186,0.0,0
2020-09-01,505.0,510.0,491.25,505.04998779296875,3980634,0.0,0
2020-09-02,505.0,506.0,492.70001220703125,500.8500061035156,4153159,0.0,0
2020-09-03,505.79998779296875,526.75,504.25,521.8499755859375,8589174,0.0,0
2020-09-04,514.75,517.8499755859375,504.54998779296875,508.45001220703125,3768829,0.0,0
2020-09-07,509.5,510.45001220703125,490.79998779296875,494.45001220703125,5255102,0.0,0
2020-09-08,497.6499938964844,503.3999938964844,485.0,487.0,4844522,0.0,0
2020-09-09,482.0,498.3999938964844,467.04998779296875,494.54998779296875,6078535,0.0,0
2020-09-10,497.8999938964844,497.8999938964844,485.0,491.0,4004621,0.0,0
2020-09-11,492.6000061035156,501.0,488.1000061035156,499.0,3410700,0.0,0
2020-09-14,507.95001220703125,519.7999877929688,502.0,515.9000244140625,5861874,0.0,0
2020-09-15,518.25,532.25,516.0499877929688,529.7000122070312,6222387,0.0,0
2020-09-16,530.0499877929688,533.25,521.9500122070312,528.5,3961765,0.0,0
2020-09-17,524.9500122070312,537.0,520.2999877929688,530.5499877929688,4036494,0.0,0
2020-09-18,530.9000244140625,540.0,529.0499877929688,537.2999877929688,3868205,0.0,0
