Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-11,308.1618026596531,319.11424152639364,308.1618026596531,310.50164794921875,1245879,0.0,0
2020-08-12,310.6509722931399,322.79823400500663,310.6509722931399,319.5622863769531,1950233,0.0,0
2020-08-13,323.5947599166668,329.56881702282067,321.6034075479489,324.241943359375,1738587,0.0,0
2020-08-14,324.5406636741472,332.95410918059395,305.82193322134503,312.3934020996094,1506710,0.0,0
2020-08-17,314.58392014387647,315.5297943403846,303.7808268640688,307.4150390625,754515,0.0,0
2020-08-18,307.16610084483824,308.56004141660384,302.6855580448325,304.6769104003906,712290,0.0,0
2020-08-19,306.1206572415218,306.66826699261543,302.68556222647754,302.9842529296875,883666,0.0,0
2020-08-20,301.59031412704104,314.63367839061254,298.7028592315942,311.89556884765625,987988,0.0,0
2020-08-21,314.434532452987,322.5990894640436,313.7873489987801,320.20947265625,739938,0.0,0
2020-08-24,323.34585614204406,325.4367823050765,317.1228796958923,318.61639404296875,572329,0.0,0
2020-08-25,323.39561829249993,327.8761612020146,318.86530372713,325.5363464355469,970963,0.0,0
2020-08-26,327.3285487841093,327.82638688111933,322.1012487655037,325.4865417480469,398539,0.0,0
2020-08-27,326.08396357818185,326.68137539010695,321.65319222416645,325.0882873535156,704450,0.0,0
2020-08-28,325.8848031963295,326.08395058757986,316.62502683007756,319.5124816894531,480964,0.0,0
2020-08-31,319.61207522711663,326.58180895481075,311.2484008310092,324.0428466796875,1441652,0.0,0
2020-09-01,324.6900223583505,326.58180110469743,307.7635265693875,312.642333984375,647987,0.0,0
2020-09-02,314.6336956749406,316.2765554138392,307.2158954422771,310.45184326171875,866008,0.0,0
2020-09-03,311.64664516016893,315.3306591901145,307.16610233837736,307.6639404296875,374339,0.0,0
2020-09-04,304.57735233557867,312.5925642093945,302.7851472778554,305.5730285644531,257737,0.0,0
2020-09-07,305.67260222298165,307.66395468046034,297.3089279786965,299.6487731933594,536647,0.0,0
2020-09-08,300.74399513724387,300.74399513724387,285.75907992934617,287.8500061035156,905316,0.0,0
2020-09-09,290.3999938964844,293.45001220703125,285.20001220703125,291.29998779296875,473401,1.25,0
2020-09-10,293.6499938964844,297.0,290.25,293.6000061035156,325776,0.0,0
2020-09-11,297.0,299.70001220703125,294.25,295.75,448457,0.0,0
2020-09-14,299.3999938964844,304.8999938964844,297.1000061035156,299.0,564339,0.0,0
2020-09-15,304.79998779296875,309.5,303.8999938964844,304.70001220703125,579548,0.0,0
2020-09-16,300.5,308.75,299.25,304.20001220703125,410346,0.0,0
2020-09-17,301.95001220703125,307.0,301.20001220703125,304.6499938964844,401926,0.0,0
2020-09-18,308.8500061035156,327.5,303.5,317.0,2840601,0.0,0
2020-09-21,317.0,318.8500061035156,304.0,308.6499938964844,616074,0.0,0
2020-09-22,304.3500061035156,313.8500061035156,294.29998779296875,306.5,709047,0.0,0
2020-09-23,308.04998779296875,314.0,297.1000061035156,299.29998779296875,305390,0.0,0
2020-09-24,299.29998779296875,302.6499938964844,294.45001220703125,295.8500061035156,787209,0.0,0
2020-09-25,300.0,305.75,296.0,297.45001220703125,375100,0.0,0
2020-09-28,300.0,304.45001220703125,299.6000061035156,302.0,333026,0.0,0
2020-09-29,304.0,311.0,298.20001220703125,309.8500061035156,615197,0.0,0
2020-09-30,311.0,313.5,305.1000061035156,308.3999938964844,628088,0.0,0
